metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_tone,hyp_tone,count,ref_total,row_rate
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,hoi,sac,9,1326,0.006787330317
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,hoi,huyen,0,1326,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,hoi,hoi,1311,1326,0.988687782805
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,hoi,nga,3,1326,0.002262443439
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,hoi,nang,3,1326,0.002262443439
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nga,ngang,0,627,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nga,sac,1,627,0.001594896332
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nga,huyen,1,627,0.001594896332
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nga,hoi,1,627,0.001594896332
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nga,nga,619,627,0.987240829346
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nga,nang,5,627,0.007974481659
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nang,ngang,4,2174,0.001839926403
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nang,sac,3,2174,0.001379944802
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nang,huyen,5,2174,0.002299908004
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nang,hoi,21,2174,0.009659613615
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nang,nga,8,2174,0.003679852806
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,overall,nang,nang,2133,2174,0.981140754370
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,ngang,ngang,1438,1454,0.988995873453
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,ngang,sac,2,1454,0.001375515818
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,ngang,huyen,14,1454,0.009628610729
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,ngang,hoi,0,1454,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,ngang,nga,0,1454,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,ngang,nang,0,1454,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,sac,ngang,5,1157,0.004321521175
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,sac,sac,1149,1157,0.993085566119
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,sac,huyen,0,1157,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,sac,hoi,1,1157,0.000864304235
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,sac,nga,1,1157,0.000864304235
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,sac,nang,1,1157,0.000864304235
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,huyen,ngang,4,975,0.004102564103
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,huyen,sac,0,975,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,huyen,huyen,965,975,0.989743589744
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,huyen,hoi,2,975,0.002051282051
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,huyen,nga,1,975,0.001025641026
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,huyen,nang,3,975,0.003076923077
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,hoi,ngang,0,503,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,hoi,sac,5,503,0.009940357853
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,hoi,huyen,0,503,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,hoi,hoi,492,503,0.978131212724
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,hoi,nga,3,503,0.005964214712
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,hoi,nang,3,503,0.005964214712
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nga,ngang,0,235,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nga,sac,0,235,0.000000000000
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nga,huyen,1,235,0.004255319149
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nga,hoi,1,235,0.004255319149
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nga,nga,231,235,0.982978723404
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nga,nang,2,235,0.008510638298
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nang,ngang,1,810,0.001234567901
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nang,sac,3,810,0.003703703704
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nang,huyen,2,810,0.002469135802
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nang,hoi,6,810,0.007407407407
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nang,nga,4,810,0.004938271605
aligned_v1,vivos,phowhisper,base,zero_shot,,42,scope,low_snr,nang,nang,794,810,0.980246913580
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,ngang,ngang,3891,3904,0.996670081967
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,ngang,sac,1,3904,0.000256147541
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,ngang,huyen,12,3904,0.003073770492
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,ngang,hoi,0,3904,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,ngang,nga,0,3904,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,ngang,nang,0,3904,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,sac,ngang,8,3271,0.002445735249
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,sac,sac,3248,3271,0.992968511159
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,sac,huyen,7,3271,0.002140018343
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,sac,hoi,8,3271,0.002445735249
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,sac,nga,0,3271,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,sac,nang,0,3271,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,huyen,ngang,1,2675,0.000373831776
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,huyen,sac,1,2675,0.000373831776
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,huyen,huyen,2661,2675,0.994766355140
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,huyen,hoi,5,2675,0.001869158879
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,huyen,nga,2,2675,0.000747663551
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,huyen,nang,5,2675,0.001869158879
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,hoi,ngang,0,1382,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,hoi,sac,4,1382,0.002894356006
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,hoi,huyen,0,1382,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,hoi,hoi,1370,1382,0.991316931983
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,hoi,nga,2,1382,0.001447178003
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,hoi,nang,6,1382,0.004341534009
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nga,ngang,0,654,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nga,sac,0,654,0.000000000000
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nga,huyen,1,654,0.001529051988
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nga,hoi,7,654,0.010703363914
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nga,nga,644,654,0.984709480122
aligned_v1,vivos,phowhisper,small,zero_shot,,42,scope,overall,nga,nang,2,654,0.003058103976
