metric_version,dataset,model,model_size,train_type,lambda,seed,group_type,group_value,ref_coda,hyp_coda,count,ref_total,row_rate
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,c,2,675,0.002962962963
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,ch,2,675,0.002962962963
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,m,16,675,0.023703703704
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,nh,p,0,675,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,none,173,830,0.208433734940
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,n,22,830,0.026506024096
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,ng,32,830,0.038554216867
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,nh,7,830,0.008433734940
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,t,453,830,0.545783132530
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,c,92,830,0.110843373494
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,ch,23,830,0.027710843373
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,m,3,830,0.003614457831
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,t,p,25,830,0.030120481928
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,none,165,885,0.186440677966
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,n,16,885,0.018079096045
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,ng,24,885,0.027118644068
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,nh,6,885,0.006779661017
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,t,105,885,0.118644067797
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,c,502,885,0.567231638418
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,ch,29,885,0.032768361582
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,m,6,885,0.006779661017
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,c,p,32,885,0.036158192090
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,none,21,180,0.116666666667
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,n,10,180,0.055555555556
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,ng,5,180,0.027777777778
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,nh,2,180,0.011111111111
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,t,57,180,0.316666666667
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,c,15,180,0.083333333333
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,ch,47,180,0.261111111111
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,m,0,180,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,ch,p,23,180,0.127777777778
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,none,105,840,0.125000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,n,37,840,0.044047619048
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,ng,72,840,0.085714285714
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,nh,23,840,0.027380952381
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,t,5,840,0.005952380952
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,c,5,840,0.005952380952
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,ch,0,840,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,m,581,840,0.691666666667
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,m,p,12,840,0.014285714286
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,none,38,285,0.133333333333
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,n,0,285,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,ng,3,285,0.010526315789
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,nh,4,285,0.014035087719
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,t,14,285,0.049122807018
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,c,26,285,0.091228070175
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,ch,0,285,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,m,5,285,0.017543859649
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,overall,p,p,195,285,0.684210526316
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,none,0,402,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,n,77,402,0.191542288557
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,ng,101,402,0.251243781095
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,nh,54,402,0.134328358209
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,t,46,402,0.114427860697
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,c,43,402,0.106965174129
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,ch,10,402,0.024875621891
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,m,48,402,0.119402985075
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,none,p,23,402,0.057213930348
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,none,186,764,0.243455497382
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,n,338,764,0.442408376963
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,ng,111,764,0.145287958115
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,nh,70,764,0.091623036649
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,t,24,764,0.031413612565
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,c,12,764,0.015706806283
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,ch,0,764,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,m,22,764,0.028795811518
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,n,p,1,764,0.001308900524
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,none,168,786,0.213740458015
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,n,56,786,0.071246819338
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,ng,456,786,0.580152671756
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,nh,36,786,0.045801526718
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,t,10,786,0.012722646310
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,c,14,786,0.017811704835
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,ch,6,786,0.007633587786
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,m,36,786,0.045801526718
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,ng,p,4,786,0.005089058524
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,none,49,270,0.181481481481
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,n,51,270,0.188888888889
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,ng,15,270,0.055555555556
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,nh,132,270,0.488888888889
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,t,6,270,0.022222222222
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,c,2,270,0.007407407407
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,ch,2,270,0.007407407407
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,m,13,270,0.048148148148
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,nh,p,0,270,0.000000000000
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,none,88,332,0.265060240964
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,n,14,332,0.042168674699
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,ng,21,332,0.063253012048
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,nh,6,332,0.018072289157
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,t,153,332,0.460843373494
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,c,25,332,0.075301204819
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,ch,10,332,0.030120481928
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,m,3,332,0.009036144578
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,t,p,12,332,0.036144578313
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,c,none,103,354,0.290960451977
aligned_v1,vivos,whisper,tiny,zero_shot,,42,scope,low_snr,c,n,8,354,0.022598870056
